word		freq		rank		freq*rank 			 -60037.5
Preoccupied		1		38241		38241 			 -21796.5
preoccupations		1		38242		38242 			 -21795.5
pre-nuptial		1		38243		38243 			 -21794.5
Prentiss'		1		38244		38244 			 -21793.5
Prentice's		1		38245		38245 			 -21792.5
Prentice-Hall		1		38246		38246 			 -21791.5
Prence		1		38247		38247 			 -21790.5
premonitory		1		38248		38248 			 -21789.5
premonitions		1		38249		38249 			 -21788.5
Premium		1		38250		38250 			 -21787.5
pre-marital		1		38251		38251 			 -21786.5
Preludes		1		38252		38252 			 -21785.5
pre-literate		1		38253		38253 			 -21784.5
preliterate		1		38254		38254 			 -21783.5
Pre-Legislative		1		38255		38255 			 -21782.5
pre-legislative		1		38256		38256 			 -21781.5
Prejudice		1		38257		38257 			 -21780.5
preisolated		1		38258		38258 			 -21779.5
Pre-inaugural		1		38259		38259 			 -21778.5
pre-historic		1		38260		38260 			 -21777.5
pre-Han		1		38261		38261 			 -21776.5
prefuh		1		38262		38262 			 -21775.5
pre-French		1		38263		38263 			 -21774.5
prefixes		1		38264		38264 			 -21773.5
preferring		1		38265		38265 			 -21772.5
preferment		1		38266		38266 			 -21771.5
Preferably		1		38267		38267 			 -21770.5
prefectures		1		38268		38268 			 -21769.5
Prefecture		1		38269		38269 			 -21768.5
pre-Fair		1		38270		38270 			 -21767.5
Preface		1		38271		38271 			 -21766.5
prefab		1		38272		38272 			 -21765.5
pre-existent		1		38273		38273 			 -21764.5
pre-existence		1		38274		38274 			 -21763.5
preening		1		38275		38275 			 -21762.5
pre-emption		1		38276		38276 			 -21761.5
pre-empting		1		38277		38277 			 -21760.5
pre-employment		1		38278		38278 			 -21759.5
preemployment		1		38279		38279 			 -21758.5
pre-eminent		1		38280		38280 			 -21757.5
pre-Easter		1		38281		38281 			 -21756.5
pre-drilled		1		38282		38282 			 -21755.5
predomination		1		38283		38283 			 -21754.5
predominating		1		38284		38284 			 -21753.5
predominates		1		38285		38285 			 -21752.5
predominately		1		38286		38286 			 -21751.5
predominated		1		38287		38287 			 -21750.5
predominant		1		38288		38288 			 -21749.5
Prednisone		1		38289		38289 			 -21748.5
Predispositions		1		38290		38290 			 -21747.5
predisposed		1		38291		38291 			 -21746.5
predilections		1		38292		38292 			 -21745.5
predigested		1		38293		38293 			 -21744.5
predictors		1		38294		38294 			 -21743.5
predicting-machines		1		38295		38295 			 -21742.5
predictability		1		38296		38296 			 -21741.5
pre-determined		1		38297		38297 			 -21740.5
predestined		1		38298		38298 			 -21739.5
Pre-decoration		1		38299		38299 			 -21738.5
precut		1		38300		38300 			 -21737.5
pre-cooled		1		38301		38301 			 -21736.5
precooked		1		38302		38302 			 -21735.5
pre-conscious		1		38303		38303 			 -21734.5
preconscious		1		38304		38304 			 -21733.5
pre-conditions		1		38305		38305 			 -21732.5
preconditions		1		38306		38306 			 -21731.5
precondition		1		38307		38307 			 -21730.5
precocity		1		38308		38308 			 -21729.5
precociously		1		38309		38309 			 -21728.5
precluded		1		38310		38310 			 -21727.5
Precision		1		38311		38311 			 -21726.5
precipitin		1		38312		38312 			 -21725.5
precipitate		1		38313		38313 			 -21724.5
precipice-walled		1		38314		38314 			 -21723.5
precipice		1		38315		38315 			 -21722.5
prechlorination		1		38316		38316 			 -21721.5
precept		1		38317		38317 			 -21720.5
preceeded		1		38318		38318 			 -21719.5
precedes		1		38319		38319 			 -21718.5
precedent-based		1		38320		38320 			 -21717.5
pre-cast		1		38321		38321 			 -21716.5
Pre-attack		1		38322		38322 			 -21715.5
pre-assault		1		38323		38323 			 -21714.5
prearranged		1		38324		38324 			 -21713.5
pre-Anglo-Saxon		1		38325		38325 			 -21712.5
preambles		1		38326		38326 			 -21711.5
Preamble		1		38327		38327 			 -21710.5
preaches		1		38328		38328 			 -21709.5
preacher-singer		1		38329		38329 			 -21708.5
pre-academic		1		38330		38330 			 -21707.5
pre-1960		1		38331		38331 			 -21706.5
prayer-time		1		38332		38332 			 -21705.5
prayer-requests		1		38333		38333 			 -21704.5
prayerfully		1		38334		38334 			 -21703.5
prayerful		1		38335		38335 			 -21702.5
prayerbooks		1		38336		38336 			 -21701.5
Prattville		1		38337		38337 			 -21700.5
Pratt's		1		38338		38338 			 -21699.5
pratakku		1		38339		38339 			 -21698.5
pranks		1		38340		38340 			 -21697.5
prank		1		38341		38341 			 -21696.5
pranha		1		38342		38342 			 -21695.5
Prandtl		1		38343		38343 			 -21694.5
prams		1		38344		38344 			 -21693.5
pram		1		38345		38345 			 -21692.5
Praises		1		38346		38346 			 -21691.5
praises		1		38347		38347 			 -21690.5
prai		1		38348		38348 			 -21689.5
Pragmatism		1		38349		38349 			 -21688.5
pragmatism		1		38350		38350 			 -21687.5
Prado		1		38351		38351 			 -21686.5
practising		1		38352		38352 			 -21685.5
Practice		1		38353		38353 			 -21684.5
practicability		1		38354		38354 			 -21683.5
PQ		1		38355		38355 			 -21682.5
p(Q)		1		38356		38356 			 -21681.5
Powicke		1		38357		38357 			 -21680.5
powers-that-be		1		38358		38358 			 -21679.5
power-starved		1		38359		38359 			 -21678.5
Power-Seek		1		38360		38360 			 -21677.5
Power's		1		38361		38361 			 -21676.5
powerplants		1		38362		38362 			 -21675.5
power-hungry		1		38363		38363 			 -21674.5
powerfulness		1		38364		38364 			 -21673.5
Powerful		1		38365		38365 			 -21672.5
powderpuff		1		38366		38366 			 -21671.5
Powder		1		38367		38367 			 -21670.5
POW		1		38368		38368 			 -21669.5
Poverty		1		38369		38369 			 -21668.5
pouted		1		38370		38370 			 -21667.5
pout		1		38371		38371 			 -21666.5
Poussin's		1		38372		38372 			 -21665.5
Poussins		1		38373		38373 			 -21664.5
poured-in-place		1		38374		38374 			 -21663.5
Poupin		1		38375		38375 			 -21662.5
pounds'		1		38376		38376 			 -21661.5
pound-of-flesh		1		38377		38377 			 -21660.5
pound-foolish		1		38378		38378 			 -21659.5
poultry-loving		1		38379		38379 			 -21658.5
Poultry		1		38380		38380 			 -21657.5
Pouilly-Fuisse		1		38381		38381 			 -21656.5
potting		1		38382		38382 			 -21655.5
Pottawatomie		1		38383		38383 			 -21654.5
Potsdam		1		38384		38384 			 -21653.5
potpourri		1		38385		38385 			 -21652.5
Potowomut		1		38386		38386 			 -21651.5
Potlatches		1		38387		38387 			 -21650.5
potions		1		38388		38388 			 -21649.5
pothole		1		38389		38389 			 -21648.5
potentiometer		1		38390		38390 			 -21647.5
potboilers		1		38391		38391 			 -21646.5
postulates		1		38392		38392 			 -21645.5
Post-Serialism		1		38393		38393 			 -21644.5
Post's		1		38394		38394 			 -21643.5
post-reapportionment		1		38395		38395 			 -21642.5
post-operative		1		38396		38396 			 -21641.5
post-mortem		1		38397		38397 			 -21640.5
Postmaster's		1		38398		38398 			 -21639.5
postmasters		1		38399		38399 			 -21638.5
post-independence		1		38400		38400 			 -21637.5
post-Inaugural		1		38401		38401 			 -21636.5
Post-Graduate		1		38402		38402 			 -21635.5
Posterity		1		38403		38403 			 -21634.5
Poster		1		38404		38404 			 -21633.5
Post-Dispatch		1		38405		38405 			 -21632.5
post-Civil		1		38406		38406 			 -21631.5
post-census		1		38407		38407 			 -21630.5
postcards		1		38408		38408 			 -21629.5
postage-prepaid		1		38409		38409 			 -21628.5
possiblities		1		38410		38410 			 -21627.5
Possible		1		38411		38411 			 -21626.5
possessor		1		38412		38412 			 -21625.5
possemen		1		38413		38413 			 -21624.5
posseman		1		38414		38414 			 -21623.5
positioned		1		38415		38415 			 -21622.5
poshest		1		38416		38416 			 -21621.5
Posey		1		38417		38417 			 -21620.5
poseurs		1		38418		38418 			 -21619.5
poseur		1		38419		38419 			 -21618.5
poses		1		38420		38420 			 -21617.5
Poseidon		1		38421		38421 			 -21616.5
Portwatchers'		1		38422		38422 			 -21615.5
portraiture		1		38423		38423 			 -21614.5
Portrait		1		38424		38424 			 -21613.5
portly		1		38425		38425 			 -21612.5
Portico		1		38426		38426 			 -21611.5
Portia		1		38427		38427 			 -21610.5
portfolio		1		38428		38428 			 -21609.5
Porters		1		38429		38429 			 -21608.5
Porterhouse		1		38430		38430 			 -21607.5
portents		1		38431		38431 			 -21606.5
portended		1		38432		38432 			 -21605.5
portant		1		38433		38433 			 -21604.5
Portage		1		38434		38434 			 -21603.5
Porta		1		38435		38435 			 -21602.5
porridge		1		38436		38436 			 -21601.5
porpoises		1		38437		38437 			 -21600.5
pornographic		1		38438		38438 			 -21599.5
Pornographer		1		38439		38439 			 -21598.5
pork-barrel		1		38440		38440 			 -21597.5
poring		1		38441		38441 			 -21596.5
Porgy		1		38442		38442 			 -21595.5
pored		1		38443		38443 			 -21594.5
porcupines		1		38444		38444 			 -21593.5
Porch		1		38445		38445 			 -21592.5
populate		1		38446		38446 			 -21591.5
Popularism		1		38447		38447 			 -21590.5
Populaires		1		38448		38448 			 -21589.5
Populaire		1		38449		38449 			 -21588.5
Pops's		1		38450		38450 			 -21587.5
poppyseed		1		38451		38451 			 -21586.5
Popping		1		38452		38452 			 -21585.5
poppies		1		38453		38453 			 -21584.5
poplin		1		38454		38454 			 -21583.5
pop'lar		1		38455		38455 			 -21582.5
poplar		1		38456		38456 			 -21581.5
Pope's		1		38457		38457 			 -21580.5
Popes		1		38458		38458 			 -21579.5
poor-white-trash		1		38459		38459 			 -21578.5
Poor's		1		38460		38460 			 -21577.5
poor-mouth		1		38461		38461 			 -21576.5
pool-owners		1		38462		38462 			 -21575.5
Pooling		1		38463		38463 			 -21574.5
pooling		1		38464		38464 			 -21573.5
pool-equipment		1		38465		38465 			 -21572.5
pooled		1		38466		38466 			 -21571.5
pool-care		1		38467		38467 			 -21570.5
pooh-poohed		1		38468		38468 			 -21569.5
pooched		1		38469		38469 			 -21568.5
pony's		1		38470		38470 			 -21567.5
Pontius		1		38471		38471 			 -21566.5
Pontissara		1		38472		38472 			 -21565.5
pontificates		1		38473		38473 			 -21564.5
pontifical		1		38474		38474 			 -21563.5
Pontiff		1		38475		38475 			 -21562.5
Pontiac		1		38476		38476 			 -21561.5
Ponoluu		1		38477		38477 			 -21560.5
Ponkob		1		38478		38478 			 -21559.5
ponder		1		38479		38479 			 -21558.5
Ponchielli		1		38480		38480 			 -21557.5
Ponchartrain		1		38481		38481 			 -21556.5
Ponce		1		38482		38482 			 -21555.5
pompousness		1		38483		38483 			 -21554.5
pompously		1		38484		38484 			 -21553.5
pompons		1		38485		38485 			 -21552.5
Pompeii's		1		38486		38486 			 -21551.5
Pompano		1		38487		38487 			 -21550.5
Pompadour		1		38488		38488 			 -21549.5
pomp		1		38489		38489 			 -21548.5
Pomerania		1		38490		38490 			 -21547.5
pomaded		1		38491		38491 			 -21546.5
polyunsaturated		1		38492		38492 			 -21545.5
polytonal		1		38493		38493 			 -21544.5
Polytechnic		1		38494		38494 			 -21543.5
polystyrene		1		38495		38495 			 -21542.5
polysiloxanes		1		38496		38496 			 -21541.5
Polyphosphates		1		38497		38497 			 -21540.5
polyphosphate		1		38498		38498 			 -21539.5
polymyositis		1		38499		38499 			 -21538.5
polymerizations		1		38500		38500 			 -21537.5
Polymerization		1		38501		38501 			 -21536.5
polymer		1		38502		38502 			 -21535.5
polyisocyanates		1		38503		38503 			 -21534.5
polyisocyanate		1		38504		38504 			 -21533.5
polyisobutylene		1		38505		38505 			 -21532.5
polygynous		1		38506		38506 			 -21531.5
polyether-type		1		38507		38507 			 -21530.5
polyethers		1		38508		38508 			 -21529.5
polyelectrolytes		1		38509		38509 			 -21528.5
Polychemicals		1		38510		38510 			 -21527.5
polybutenes		1		38511		38511 			 -21526.5
polybutene		1		38512		38512 			 -21525.5
Polyanka		1		38513		38513 			 -21524.5
Poltawa		1		38514		38514 			 -21523.5
polonaise		1		38515		38515 			 -21522.5
Pololu		1		38516		38516 			 -21521.5
polo		1		38517		38517 			 -21520.5
polluted		1		38518		38518 			 -21519.5
Polls		1		38519		38519 			 -21518.5
Pollock's		1		38520		38520 			 -21517.5
pollen-and-nectar		1		38521		38521 			 -21516.5
polled		1		38522		38522 			 -21515.5
Polk's		1		38523		38523 			 -21514.5
polka-dotted		1		38524		38524 			 -21513.5
polka		1		38525		38525 			 -21512.5
polity		1		38526		38526 			 -21511.5
polities		1		38527		38527 			 -21510.5
Politics-ridden		1		38528		38528 			 -21509.5
politico-sociological		1		38529		38529 			 -21508.5
politicos		1		38530		38530 			 -21507.5
politico		1		38531		38531 			 -21506.5
politicking		1		38532		38532 			 -21505.5
Politburo		1		38533		38533 			 -21504.5
polishes		1		38534		38534 			 -21503.5
polis		1		38535		38535 			 -21502.5
polio		1		38536		38536 			 -21501.5
policy-oriented		1		38537		38537 			 -21500.5
policy-making		1		38538		38538 			 -21499.5
Policy		1		38539		38539 			 -21498.5
Policemen's		1		38540		38540 			 -21497.5
Policemen		1		38541		38541 			 -21496.5
policeman's		1		38542		38542 			 -21495.5
policeman-murderer		1		38543		38543 			 -21494.5
Policeman		1		38544		38544 			 -21493.5
police-dodging		1		38545		38545 			 -21492.5
policed		1		38546		38546 			 -21491.5
polemics		1		38547		38547 			 -21490.5
polemical		1		38548		38548 			 -21489.5
polemic		1		38549		38549 			 -21488.5
polecat		1		38550		38550 			 -21487.5
Poldowski		1		38551		38551 			 -21486.5
Polaroid		1		38552		38552 			 -21485.5
polarizing		1		38553		38553 			 -21484.5
polarize		1		38554		38554 			 -21483.5
polarities		1		38555		38555 			 -21482.5
pokerfaced		1		38556		38556 			 -21481.5
Poker		1		38557		38557 			 -21480.5
pokeneu		1		38558		38558 			 -21479.5
poke		1		38559		38559 			 -21478.5
pointless		1		38560		38560 			 -21477.5
Pointers		1		38561		38561 			 -21476.5
Pointer		1		38562		38562 			 -21475.5
point-blank		1		38563		38563 			 -21474.5
Poindexter		1		38564		38564 			 -21473.5
poignantly		1		38565		38565 			 -21472.5
Pogue		1		38566		38566 			 -21471.5
Poets		1		38567		38567 			 -21470.5
Poetry's		1		38568		38568 			 -21469.5
Poetrie		1		38569		38569 			 -21468.5
poet-painter		1		38570		38570 			 -21467.5
Poesy		1		38571		38571 			 -21466.5
poeple's		1		38572		38572 			 -21465.5
poems-in-drawing-and-type		1		38573		38573 			 -21464.5
pods		1		38574		38574 			 -21463.5
Podolia		1		38575		38575 			 -21462.5
podium		1		38576		38576 			 -21461.5
Podgers		1		38577		38577 			 -21460.5
Poconos		1		38578		38578 			 -21459.5
Pockmanster's		1		38579		38579 			 -21458.5
pocket-size		1		38580		38580 			 -21457.5
Pocket's		1		38581		38581 			 -21456.5
pocketful		1		38582		38582 			 -21455.5
pocketed		1		38583		38583 			 -21454.5
pocketbooks		1		38584		38584 			 -21453.5
poark		1		38585		38585 			 -21452.5
poaches		1		38586		38586 			 -21451.5
Poach		1		38587		38587 			 -21450.5
Po		1		38588		38588 			 -21449.5
PMR		1		38589		38589 			 -21448.5
P.m.		1		38590		38590 			 -21447.5
Pm		1		38591		38591 			 -21446.5
Plympton		1		38592		38592 			 -21445.5
Plutarch		1		38593		38593 			 -21444.5
Plus-one		1		38594		38594 			 -21443.5
pluralism		1		38595		38595 			 -21442.5
Plunking		1		38596		38596 			 -21441.5
plunking		1		38597		38597 			 -21440.5
plunkers		1		38598		38598 			 -21439.5
plundering		1		38599		38599 			 -21438.5
plunderers		1		38600		38600 			 -21437.5
plummeting		1		38601		38601 			 -21436.5
plumed		1		38602		38602 			 -21435.5
plumbed		1		38603		38603 			 -21434.5
plum		1		38604		38604 			 -21433.5
plugging		1		38605		38605 			 -21432.5
plucking		1		38606		38606 			 -21431.5
plowshares		1		38607		38607 			 -21430.5
Plowman's		1		38608		38608 			 -21429.5
Plow		1		38609		38609 			 -21428.5
Plot		1		38610		38610 			 -21427.5
plopped		1		38611		38611 			 -21426.5
plod		1		38612		38612 			 -21425.5
p'lite		1		38613		38613 			 -21424.5
Pliny's		1		38614		38614 			 -21423.5
plinking		1		38615		38615 			 -21422.5
pliers		1		38616		38616 			 -21421.5
pliant		1		38617		38617 			 -21420.5
pliable		1		38618		38618 			 -21419.5
Plexiglas		1		38619		38619 			 -21418.5
plenitude		1		38620		38620 			 -21417.5
plenipotentiary		1		38621		38621 			 -21416.5
Plee-Zing		1		38622		38622 			 -21415.5
Pledge		1		38623		38623 			 -21414.5
Plebian		1		38624		38624 			 -21413.5
plebeian		1		38625		38625 			 -21412.5
pleats		1		38626		38626 			 -21411.5
pleasure-boat		1		38627		38627 			 -21410.5
pleasingly		1		38628		38628 			 -21409.5
pleasin'		1		38629		38629 			 -21408.5
pleasantness		1		38630		38630 			 -21407.5
pleasance		1		38631		38631 			 -21406.5
pleas		1		38632		38632 			 -21405.5
pleads		1		38633		38633 			 -21404.5
pleader		1		38634		38634 			 -21403.5
Plazek		1		38635		38635 			 -21402.5
plazas		1		38636		38636 			 -21401.5
playwriting		1		38637		38637 			 -21400.5
playwrights		1		38638		38638 			 -21399.5
playwright-director		1		38639		38639 			 -21398.5
playtime		1		38640		38640 			 -21397.5
Plays		1		38641		38641 			 -21396.5
playroom		1		38642		38642 			 -21395.5
play-off		1		38643		38643 			 -21394.5
playin'		1		38644		38644 			 -21393.5
Playhouses		1		38645		38645 			 -21392.5
Playground		1		38646		38646 			 -21391.5
play-girl		1		38647		38647 			 -21390.5
Playes		1		38648		38648 			 -21389.5
players'		1		38649		38649 			 -21388.5
Played		1		38650		38650 			 -21387.5
Playboy-Show-Biz		1		38651		38651 			 -21386.5
Playboy		1		38652		38652 			 -21385.5
playboy		1		38653		38653 			 -21384.5
playbacks		1		38654		38654 			 -21383.5
playback		1		38655		38655 			 -21382.5
play-acting		1		38656		38656 			 -21381.5
playable		1		38657		38657 			 -21380.5
Playa		1		38658		38658 			 -21379.5
platters		1		38659		38659 			 -21378.5
Platter		1		38660		38660 			 -21377.5
platter		1		38661		38661 			 -21376.5
platted		1		38662		38662 			 -21375.5
Platoons		1		38663		38663 			 -21374.5
Platonica		1		38664		38664 			 -21373.5
platitudinous		1		38665		38665 			 -21372.5
Plath		1		38666		38666 			 -21371.5
platform-controller		1		38667		38667 			 -21370.5
Plates		1		38668		38668 			 -21369.5
plated		1		38669		38669 			 -21368.5
Plateau		1		38670		38670 			 -21367.5
plastisols		1		38671		38671 			 -21366.5
plastic-covered		1		38672		38672 			 -21365.5
plastically		1		38673		38673 			 -21364.5
Plasti-Bars		1		38674		38674 			 -21363.5
plasters		1		38675		38675 			 -21362.5
plaster-of-Paris		1		38676		38676 			 -21361.5
plastering		1		38677		38677 			 -21360.5
plasterer		1		38678		38678 			 -21359.5
Plaster		1		38679		38679 			 -21358.5
plasm		1		38680		38680 			 -21357.5
Plants		1		38681		38681 			 -21356.5
plant-location		1		38682		38682 			 -21355.5
plantings		1		38683		38683 			 -21354.5
plantain		1		38684		38684 			 -21353.5
plan's		1		38685		38685 			 -21352.5
planoconcave		1		38686		38686 			 -21351.5
Plank		1		38687		38687 			 -21350.5
planet's		1		38688		38688 			 -21349.5
planetoids		1		38689		38689 			 -21348.5
planetoid		1		38690		38690 			 -21347.5
Planeten		1		38691		38691 			 -21346.5
planetarium		1		38692		38692 			 -21345.5
planeload		1		38693		38693 			 -21344.5
planed		1		38694		38694 			 -21343.5
Plainview		1		38695		38695 			 -21342.5
plaintiff's		1		38696		38696 			 -21341.5
plain-out		1		38697		38697 			 -21340.5
plainest		1		38698		38698 			 -21339.5
plainclothes		1		38699		38699 			 -21338.5
Plain		1		38700		38700 			 -21337.5
plaids		1		38701		38701 			 -21336.5
plaid		1		38702		38702 			 -21335.5
plagiarism		1		38703		38703 			 -21334.5
Placing		1		38704		38704 			 -21333.5
Places		1		38705		38705 			 -21332.5
Placentia		1		38706		38706 			 -21331.5
Place-names		1		38707		38707 			 -21330.5
placeless		1		38708		38708 			 -21329.5
place-kicker		1		38709		38709 			 -21328.5
placating		1		38710		38710 			 -21327.5
P.L.		1		38711		38711 			 -21326.5
pizzicato		1		38712		38712 			 -21325.5
Pizarro		1		38713		38713 			 -21324.5
pixies		1		38714		38714 			 -21323.5
Piwen		1		38715		38715 			 -21322.5
pivoting		1		38716		38716 			 -21321.5
pivotal		1		38717		38717 			 -21320.5
pityingly		1		38718		38718 			 -21319.5
Pittsboro		1		38719		38719 			 -21318.5
Pitt-Rivers		1		38720		38720 			 -21317.5
Pittenger		1		38721		38721 			 -21316.5
Pitney-Bowes		1		38722		38722 			 -21315.5
pitilessly		1		38723		38723 			 -21314.5
pithy		1		38724		38724 			 -21313.5
pith		1		38725		38725 			 -21312.5
pitfalls		1		38726		38726 			 -21311.5
piteous		1		38727		38727 			 -21310.5
Pitchers		1		38728		38728 			 -21309.5
Pitcher		1		38729		38729 			 -21308.5
Pistol-whipping		1		38730		38730 			 -21307.5
pistol-whipped		1		38731		38731 			 -21306.5
pistol-packing		1		38732		38732 			 -21305.5
pistoleers		1		38733		38733 			 -21304.5
pistachio		1		38734		38734 			 -21303.5
piss		1		38735		38735 			 -21302.5
Pisces		1		38736		38736 			 -21301.5
pirogues		1		38737		38737 			 -21300.5
Pirie		1		38738		38738 			 -21299.5
Pirates'		1		38739		38739 			 -21298.5
Piraro		1		38740		38740 			 -21297.5
Piranesi		1		38741		38741 			 -21296.5
Pirandello		1		38742		38742 			 -21295.5
Piraeus		1		38743		38743 			 -21294.5
piracy		1		38744		38744 			 -21293.5
Pipgras		1		38745		38745 			 -21292.5
pipers		1		38746		38746 			 -21291.5
piously		1		38747		38747 			 -21290.5
Pioneers		1		38748		38748 			 -21289.5
pioneer's		1		38749		38749 			 -21288.5
pint-sized		1		38750		38750 			 -21287.5
pinto		1		38751		38751 			 -21286.5
Pinsk		1		38752		38752 			 -21285.5
Pinscher		1		38753		38753 			 -21284.5
pinpoints		1		38754		38754 			 -21283.5
pinpointing		1		38755		38755 			 -21282.5
pin-point		1		38756		38756 			 -21281.5
pinochle		1		38757		38757 			 -21280.5
pinnings		1		38758		38758 			 -21279.5
pinning		1		38759		38759 			 -21278.5
pinnacles		1		38760		38760 			 -21277.5
pinnacle		1		38761		38761 			 -21276.5
pink-petticoated		1		38762		38762 			 -21275.5
pinkly		1		38763		38763 			 -21274.5
pinkish-white		1		38764		38764 			 -21273.5
Pinkie		1		38765		38765 			 -21272.5
pinioned		1		38766		38766 			 -21271.5
pinholes		1		38767		38767 			 -21270.5
pinhead		1		38768		38768 			 -21269.5
Ping-pong		1		38769		38769 			 -21268.5
pinging		1		38770		38770 			 -21267.5
pine-knot		1		38771		38771 			 -21266.5
pin-curl		1		38772		38772 			 -21265.5
pinch-hitters		1		38773		38773 			 -21264.5
pinch-hitter		1		38774		38774 			 -21263.5
pinch-hit		1		38775		38775 			 -21262.5
pinball		1		38776		38776 			 -21261.5
pinafores		1		38777		38777 			 -21260.5
Pin		1		38778		38778 			 -21259.5
pimplike		1		38779		38779 			 -21258.5
pimples		1		38780		38780 			 -21257.5
pimpled		1		38781		38781 			 -21256.5
Pils		1		38782		38782 			 -21255.5
Pilots		1		38783		38783 			 -21254.5
Piloting		1		38784		38784 			 -21253.5
piloting		1		38785		38785 			 -21252.5
Pillsbury		1		38786		38786 			 -21251.5
pillaged		1		38787		38787 			 -21250.5
Pilgrim's		1		38788		38788 			 -21249.5
pilgrims		1		38789		38789 			 -21248.5
pilgrimages		1		38790		38790 			 -21247.5
Pilgrim		1		38791		38791 			 -21246.5
pilfering		1		38792		38792 			 -21245.5
Pilate's		1		38793		38793 			 -21244.5
Pilate		1		38794		38794 			 -21243.5
pigskin		1		38795		38795 			 -21242.5
pigpens		1		38796		38796 			 -21241.5
pigmented		1		38797		38797 			 -21240.5
pig-infested		1		38798		38798 			 -21239.5
pigeons		1		38799		38799 			 -21238.5
pigeonhole		1		38800		38800 			 -21237.5
Pigeon		1		38801		38801 			 -21236.5
pigen		1		38802		38802 			 -21235.5
piezoelectricity		1		38803		38803 			 -21234.5
Pietro's		1		38804		38804 			 -21233.5
Pietism		1		38805		38805 			 -21232.5
pier-table		1		38806		38806 			 -21231.5
Piersee		1		38807		38807 			 -21230.5
Piers		1		38808		38808 			 -21229.5
Pierpont		1		38809		38809 			 -21228.5
Piepsam's		1		38810		38810 			 -21227.5
piecewise		1		38811		38811 			 -21226.5
piddling		1		38812		38812 			 -21225.5
Picturing		1		38813		38813 			 -21224.5
picture-palace		1		38814		38814 			 -21223.5
picture-images		1		38815		38815 			 -21222.5
Picture		1		38816		38816 			 -21221.5
pictorially		1		38817		38817 			 -21220.5
Picon		1		38818		38818 			 -21219.5
picnickers		1		38819		38819 			 -21218.5
picnicked		1		38820		38820 			 -21217.5
pickoffs		1		38821		38821 			 -21216.5
Pickman		1		38822		38822 			 -21215.5
pickles		1		38823		38823 			 -21214.5
pickle		1		38824		38824 			 -21213.5
pickins		1		38825		38825 			 -21212.5
Pickford		1		38826		38826 			 -21211.5
Pickfair		1		38827		38827 			 -21210.5
Pickett's		1		38828		38828 			 -21209.5
Pickering		1		38829		38829 			 -21208.5
picker		1		38830		38830 			 -21207.5
pickaxe		1		38831		38831 			 -21206.5
picayune		1		38832		38832 			 -21205.5
Piazzo		1		38833		38833 			 -21204.5
piazzas		1		38834		38834 			 -21203.5
Pianos		1		38835		38835 			 -21202.5
Pianists		1		38836		38836 			 -21201.5
pianistic		1		38837		38837 			 -21200.5
pianism		1		38838		38838 			 -21199.5
pi		1		38839		38839 			 -21198.5
Physique		1		38840		38840 			 -21197.5
physique		1		38841		38841 			 -21196.5
physiotherapist		1		38842		38842 			 -21195.5
Physiologically		1		38843		38843 			 -21194.5
physiochemical		1		38844		38844 			 -21193.5
Physicochemical		1		38845		38845 			 -21192.5
Physicist		1		38846		38846 			 -21191.5
Physicians		1		38847		38847 			 -21190.5
physician's		1		38848		38848 			 -21189.5
physicalness		1		38849		38849 			 -21188.5
physical-chemical		1		38850		38850 			 -21187.5
phyla		1		38851		38851 			 -21186.5
phthalate		1		38852		38852 			 -21185.5
phrasings		1		38853		38853 			 -21184.5
phrasemaking		1		38854		38854 			 -21183.5
Phrase		1		38855		38855 			 -21182.5
Phouma's		1		38856		38856 			 -21181.5
photosensitive		1		38857		38857 			 -21180.5
photorealism		1		38858		38858 			 -21179.5
photo-offset		1		38859		38859 			 -21178.5
photon-counting		1		38860		38860 			 -21177.5
photo-montage		1		38861		38861 			 -21176.5
photomicrography		1		38862		38862 			 -21175.5
photomicrograph		1		38863		38863 			 -21174.5
photoluminescence		1		38864		38864 			 -21173.5
Photographing		1		38865		38865 			 -21172.5
photographically		1		38866		38866 			 -21171.5
Photographer		1		38867		38867 			 -21170.5
Photograph		1		38868		38868 			 -21169.5
photofloodlights		1		38869		38869 			 -21168.5
photoelectrons		1		38870		38870 			 -21167.5
Photek		1		38871		38871 			 -21166.5
phosphorus-bridged		1		38872		38872 			 -21165.5
phosphorus		1		38873		38873 			 -21164.5
phosphor-screen		1		38874		38874 			 -21163.5
phosphors		1		38875		38875 			 -21162.5
phosphorescent		1		38876		38876 			 -21161.5
phosphines		1		38877		38877 			 -21160.5
phosphide		1		38878		38878 			 -21159.5
phosphates		1		38879		38879 			 -21158.5
phosphate-buffered		1		38880		38880 			 -21157.5
phosgene		1		38881		38881 			 -21156.5
phonographs		1		38882		38882 			 -21155.5
phonic		1		38883		38883 			 -21154.5
phonetics		1		38884		38884 			 -21153.5
Phonemes		1		38885		38885 			 -21152.5
phonemes		1		38886		38886 			 -21151.5
phobic-like		1		38887		38887 			 -21150.5
phloem		1		38888		38888 			 -21149.5
phis		1		38889		38889 			 -21148.5
Phineoppus		1		38890		38890 			 -21147.5
philosophized		1		38891		38891 			 -21146.5
Philosophies		1		38892		38892 			 -21145.5
philosophies		1		38893		38893 			 -21144.5
philosophically		1		38894		38894 			 -21143.5
Philosophic		1		38895		38895 			 -21142.5
philologists		1		38896		38896 			 -21141.5
Philly		1		38897		38897 			 -21140.5
